product_id,product_name,product_type,price
PRODUCT08198,bed,furniture,38.07
PRODUCT63163,bread knife,kitchenware,17.28
PRODUCT11049,remote,electronics and technology,38.07
PRODUCT06762,steak knife,kitchenware,17.28
PRODUCT61959,ice cube,grocery,17.28
PRODUCT27572,mattress,furniture,38.07
PRODUCT27594,closet,furniture,38.07
PRODUCT15679,toilet,furniture,38.07
PRODUCT25343,television set,electronics and technology,38.07
PRODUCT55872,lip gloss,accessories,5.74
PRODUCT64078,animal food,grocery,17.28
PRODUCT27776,blue shirt,apparel,17.28
PRODUCT50527,slipper,apparel,17.28
PRODUCT51599,camera,electronics and technology,38.07
PRODUCT02905,eraser,stationary and school supplies,5.74
PRODUCT14423,stop sign,stationary and school supplies,5.74
PRODUCT00550,sheet of paper,stationary and school supplies,5.74
PRODUCT24772,mouse pad,electronics and technology,38.07
PRODUCT39770,bag of popcorn,grocery,17.28
PRODUCT39669,shopping bag,accessories,5.74
PRODUCT35200,ipod,electronics and technology,38.07
PRODUCT63902,lamp,furniture,38.07
PRODUCT26301,miniature portrait,accessories,5.74
PRODUCT60060,bottle of honey,grocery,17.28
PRODUCT38477,rubber band,accessories,5.74
PRODUCT09279,mini table,furniture,38.07
PRODUCT42535,wrench,tools,17.28
PRODUCT10749,scallop shell,grocery,17.28
PRODUCT00159,car wrench,tools,17.28
PRODUCT07851,button,accessories,5.74
PRODUCT13611,water bottle,grocery,17.28
PRODUCT31963,video games,electronics and technology,38.07
PRODUCT30168,can of beans,grocery,17.28
PRODUCT58345,box of tissues,grocery,17.28
PRODUCT55299,bow tie,apparel,17.28
PRODUCT22797,tweezers,accessories,5.74
PRODUCT22692,package of crisp and crunchy edibles,grocery,17.28
PRODUCT35277,whistle,accessories,5.74
PRODUCT27881,pencil,stationary and school supplies,5.74
PRODUCT46469,shirt with collar,apparel,17.28
PRODUCT22136,martini glass,kitchenware,17.28
PRODUCT59722,needle,accessories,5.74
PRODUCT44493,soap,health and hygiene,6.11
PRODUCT36555,can of whipped cream,grocery,17.28
PRODUCT00957,bag,apparel,17.28
PRODUCT10973,spool of thread,accessories,5.74
PRODUCT05697,comic book,toys and entertainment,38.07
PRODUCT06160,toy robot,toys and entertainment,38.07
PRODUCT49144,canteen spoon,kitchenware,17.28
PRODUCT38223,safety pin,accessories,5.74
PRODUCT30561,brush,accessories,5.74
PRODUCT09482,bottle of perfume,accessories,5.74
PRODUCT08480,novel,toys and entertainment,38.07
PRODUCT30159,flyswatter,accessories,5.74
PRODUCT38056,toy car,toys and entertainment,38.07
PRODUCT46943,dagger,accessories,5.74
PRODUCT04083,laptop,electronics and technology,38.07
PRODUCT38639,pepper shaker,kitchenware,17.28
PRODUCT09159,pocketknife,accessories,5.74
PRODUCT50527,sofa,furniture,38.07
PRODUCT62849,painting,furniture,38.07
PRODUCT38278,boom box,electronics and technology,38.07
PRODUCT34832,whale toy,toys and entertainment,38.07
PRODUCT25172,wedding ring,jewelry,25.46
PRODUCT35012,paintbrush,tools,17.28
PRODUCT13499,bottle,grocery,17.28
PRODUCT46172,floor,furniture,38.07
PRODUCT21143,fish ball,grocery,17.28
PRODUCT55210,bottle of syrup,grocery,17.28
PRODUCT59580,statuette,furniture,38.07
PRODUCT42908,plush cat,toys and entertainment,38.07
PRODUCT64538,ceiling lights,furniture,38.07
PRODUCT19537,shovel,tools,17.28
PRODUCT23233,light stick,tools,17.28
PRODUCT49928,sticky note,stationary and school supplies,5.74
PRODUCT44541,crocs,apparel,17.28
PRODUCT19785,spoon,kitchenware,17.28
PRODUCT39268,couch,furniture,38.07
PRODUCT57940,duvet,furniture,38.07
PRODUCT03084,spring,tools,17.28
PRODUCT23444,tool box,tools,17.28
PRODUCT14726,bandana,accessories,5.74
PRODUCT54103,clothes pin,accessories,5.74
PRODUCT51428,lace,accessories,5.74
PRODUCT56800,big notebook,stationary and school supplies,5.74
PRODUCT35292,wireless control,electronics and technology,38.07
PRODUCT03714,mp3 player,electronics and technology,38.07
PRODUCT28785,harry potter,toys and entertainment,38.07
PRODUCT22100,outlet,electronics and technology,38.07
PRODUCT19963,squid,grocery,17.28
PRODUCT43278,candle,accessories,5.74
PRODUCT33489,saw,tools,17.28
PRODUCT38223,fishing hook,accessories,5.74
PRODUCT35567,sun glasses,accessories,5.74
PRODUCT23730,computer,electronics and technology,38.07
PRODUCT06454,apple,grocery,17.28
PRODUCT64561,pair of knitting needles,accessories,5.74
PRODUCT55151,belt,apparel,17.28
PRODUCT04584,butter knife,kitchenware,17.28
PRODUCT39805,lamp shade,furniture,38.07
PRODUCT07101,toilet paper tube,health and hygiene,6.11
PRODUCT54530,water jug,grocery,17.28
PRODUCT47328,blouse,apparel,17.28
PRODUCT49110,refrigerator magnet,accessories,5.74
PRODUCT50249,bottle of pills,health and hygiene,6.11
PRODUCT22698,bananas,grocery,17.28
PRODUCT17470,matchbook,accessories,5.74
PRODUCT39300,roll of duct tape,tools,17.28
PRODUCT44480,chain,tools,17.28
PRODUCT43899,box of markers,stationary and school supplies,5.74
PRODUCT47057,monitor,electronics and technology,38.07
PRODUCT14421,socks,apparel,17.28
PRODUCT36256,shoe lace,accessories,5.74
PRODUCT25317,credit card holder,accessories,5.74
PRODUCT29299,grid paper,stationary and school supplies,5.74
PRODUCT00534,balloon,others,8.13
PRODUCT19879,table,furniture,38.07
PRODUCT28797,tea pot,kitchenware,17.28
PRODUCT37820,letter opener,tools,17.28
PRODUCT05591,large door,furniture,38.07
PRODUCT46852,brown shoes,apparel,17.28
PRODUCT45091,sofa bed,furniture,38.07
PRODUCT60417,box of crayons,stationary and school supplies,5.74
PRODUCT31477,bottle of lotion,health and hygiene,6.11
PRODUCT57905,pine tree,furniture,38.07
PRODUCT08116,pair of safety goggles,tools,17.28
PRODUCT64754,place mat,kitchenware,17.28
PRODUCT14956,plates,kitchenware,17.28
PRODUCT63506,mobile phone,electronics and technology,38.07
PRODUCT47989,egg,grocery,17.28
PRODUCT35269,microphone,electronics and technology,38.07
PRODUCT57409,hair brush,accessories,5.74
PRODUCT00909,domino set,toys and entertainment,38.07
PRODUCT16100,buckle,tools,17.28
PRODUCT26076,face wash,health and hygiene,6.11
PRODUCT11158,clay pot,furniture,38.07
PRODUCT29047,twister,toys and entertainment,38.07
PRODUCT34777,airconditioner,electronics and technology,38.07
PRODUCT05447,centrum,health and hygiene,6.11
PRODUCT61036,pair of binoculars,tools,17.28
PRODUCT33124,beef,grocery,17.28
PRODUCT59313,frying pan,kitchenware,17.28
PRODUCT31846,spatula,kitchenware,17.28
PRODUCT03309,class ring,jewelry,11.81
PRODUCT04239,glass mirror,furniture,38.07
PRODUCT49814,air fryer,electronics and technology,38.07
PRODUCT26750,chicken,grocery,17.28
PRODUCT03118,small knife,kitchenware,17.28
PRODUCT40638,gold necklace,jewelry,21.71
PRODUCT14601,clock,furniture,38.07
PRODUCT63300,book of jokes,toys and entertainment,38.07
PRODUCT14660,gaming gards,toys and entertainment,38.07
PRODUCT41821,can opener,kitchenware,17.28
PRODUCT49478,small banana,grocery,17.28
PRODUCT63936,soccer ball,sports,25.95
PRODUCT08782,packet of seeds,grocery,17.28
PRODUCT63665,game cartridge,toys and entertainment,38.07
PRODUCT12820,milk,grocery,17.28
PRODUCT44599,cellphone,electronics and technology,38.07
PRODUCT59114,marble,toys and entertainment,38.07
PRODUCT36328,plastic fork,kitchenware,17.28
PRODUCT43004,bangle bracelet,jewelry,20.61
PRODUCT38404,jar of jam,grocery,17.28
PRODUCT60735,nail filer,accessories,5.74
PRODUCT00744,candy bar,grocery,17.28
PRODUCT63613,jigsaw puzzle,toys and entertainment,38.07
PRODUCT54351,mugs,kitchenware,17.28
PRODUCT49554,vodafone mobile phone,electronics and technology,38.07
PRODUCT12877,pillow,furniture,38.07
PRODUCT49305,jar of peanut butter,grocery,17.28
PRODUCT35048,toy top,toys and entertainment,38.07
PRODUCT48019,samsung tablet,electronics and technology,38.07
PRODUCT48014,candy cane,grocery,17.28
PRODUCT39720,wooden nails,tools,17.28
PRODUCT45110,bottle of glue,stationary and school supplies,5.74
PRODUCT07754,washcloth,accessories,5.74
PRODUCT03144,pasta strainer,kitchenware,17.28
PRODUCT53153,egg timer,kitchenware,17.28
PRODUCT12916,lemon,grocery,17.28
PRODUCT52838,gold belt,apparel,17.28
PRODUCT22934,toy soldier,toys and entertainment,38.07
PRODUCT55159,white shorts,apparel,17.28
PRODUCT50634,giraffe toy,toys and entertainment,38.07
PRODUCT30680,magazine,toys and entertainment,38.07
PRODUCT58626,chocolate flowers,grocery,17.28
PRODUCT55771,feather duster,cleaning materials,19.1
PRODUCT10334,fish,grocery,17.28
PRODUCT16928,toothpick,health and hygiene,6.11
PRODUCT27634,lighter,tools,17.28
PRODUCT59581,baseball,sports,19.51
PRODUCT43640,baseball hat,sports,18.99
PRODUCT22565,volleyball shoes,sports,16.32
PRODUCT15728,tennis jersey,sports,9.02
PRODUCT13660,video recorder,electronics and technology,38.07
PRODUCT31495,smart television,electronics and technology,38.07
PRODUCT27721,ice cream stick,grocery,17.28
PRODUCT47037,roll of toilet paper,health and hygiene,6.11
PRODUCT40416,ipod charger,electronics and technology,38.07
PRODUCT55816,computer chair,furniture,38.07
PRODUCT46180,grocery bag,grocery,17.28
PRODUCT52510,glass mug,kitchenware,17.28
PRODUCT42173,kitchen knife,kitchenware,17.28
PRODUCT04272,large plate,kitchenware,17.28
PRODUCT45928,coffee pot,kitchenware,17.28
PRODUCT50422,eye liner,cosmetic,8.86
PRODUCT24514,broccoli,grocery,17.28
PRODUCT58268,snail shell,grocery,17.28
PRODUCT40901,package of glitter,accessories,5.74
PRODUCT35603,plush dog,toys and entertainment,38.07
PRODUCT04910,radio,electronics and technology,38.07
PRODUCT51590,blue pen,stationary and school supplies,5.74
PRODUCT31809,plush pony,toys and entertainment,38.07
PRODUCT62074,multipurpose cleaning,cleaning materials,21.45
PRODUCT61461,vase,furniture,38.07
PRODUCT05519,carrot,grocery,17.28
PRODUCT31816,rope,accessories,5.74
PRODUCT37261,baseball bat,sports,18.02
PRODUCT32391,plush rabbit,toys and entertainment,38.07
PRODUCT32838,laser pointer,electronics and technology,38.07
PRODUCT32736,summit drinking water,grocery,17.28
PRODUCT20679,dog food,grocery,17.28
PRODUCT21603,roll of masking tape,tools,17.28
PRODUCT59575,straw,accessories,5.74
PRODUCT63735,bottle of nail polish,cosmetics,15.69
PRODUCT49380,washing machine,appliances,23.24
PRODUCT21488,wristwatch,electronics and technology,38.07
PRODUCT08132,nail polish,cosmetics,7.55
PRODUCT20986,mouse pad,accessories,5.74
PRODUCT30600,hard drive,electronics and technology,38.07
PRODUCT52201,hand fan,electronics and technology,38.07
PRODUCT19599,oslo paper,stationary and school supplies,5.74
PRODUCT60723,bonesaw,tools,17.28
PRODUCT57386,carrots,grocery,17.28
PRODUCT27609,handheld game system,electronics and technology,38.07
PRODUCT19599,Christmas ornament,furniture,38.07
PRODUCT48963,red ribbon cake,grocery,17.28
PRODUCT14691,plush bear,toys and entertainment,38.07
PRODUCT10899,garden spade,tools,17.28
PRODUCT15983,desk light,furniture,38.07
PRODUCT50257,desk,furniture,38.07
PRODUCT02406,bottle of sunscreen,health and hygiene,6.11
PRODUCT55042,sketch pad,stationary and school supplies,5.74
PRODUCT34423,drill press,tools,17.28
PRODUCT03457,ball of yarn,stationary and school supplies,5.74
PRODUCT16656,soy milk,grocery,17.28
PRODUCT07875,wok,kitchenware,17.28
PRODUCT40818,toy boat,toys and entertainment,38.07
PRODUCT05303,squirt gun,toys and entertainment,38.07
PRODUCT64124,spool of wire,tools,17.28
PRODUCT21614,purse/bag,apparel,17.28
PRODUCT43238,can of chili,grocery,17.28
PRODUCT62779,teddies,toys and entertainment,38.07
PRODUCT41898,football,sports,17.84
PRODUCT18259,orange,grocery,17.28
PRODUCT14943,cement stone,tools,17.28
PRODUCT37389,magnet,tools,17.28
PRODUCT28697,rubber cows,toys and entertainment,38.07
PRODUCT12233,tall light lamp,furniture,38.07
PRODUCT08839,baseball gloves,sports,3.78
PRODUCT13991,door knob,furniture,38.07
PRODUCT55689,plush octopus,toys and entertainment,38.07
PRODUCT12174,light bulb,electronics and technology,38.07
PRODUCT51902,big fork,kitchenware,17.28
PRODUCT00107,mop,cleaning materials,16.0
PRODUCT05976,blackberry phone,electronics and technology,38.07
PRODUCT00518,printer,electronics and technology,38.07
PRODUCT11415,plush frog,toys and entertainment,38.07
PRODUCT32152,small notebook,stationary and school supplies,5.74
PRODUCT24798,electronic keyboard,electronics and technology,38.07
PRODUCT24155,pair of earrings,jewelry,23.13
PRODUCT16844,salt shaker,kitchenware,17.28
PRODUCT22691,screwdriver,tools,17.28
PRODUCT26460,flashlight,tools,17.28
PRODUCT19736,pair of tongs,kitchenware,17.28
PRODUCT00961,refrigerator,appliances,14.67
PRODUCT25652,red scarf,apparel,17.28
PRODUCT44526,rolling pin,kitchenware,17.28
PRODUCT31455,chalk,stationary and school supplies,5.74
PRODUCT40474,standing desk,furniture,38.07
PRODUCT55281,can of peas,grocery,17.28
PRODUCT20348,ice pick,tools,17.28
PRODUCT31116,blowdryer,electronics and technology,38.07
PRODUCT43006,huge scissors,tools,17.28
PRODUCT29421,glue gun,toolss,13.17
PRODUCT15245,dove lotion,health and hygiene,6.11
PRODUCT41448,desk drawer,furniture,38.07
PRODUCT30941,stockings,apparel,17.28
PRODUCT36796,whip cream,grocery,17.28
PRODUCT62563,deviant television,electronics and technology,38.07
PRODUCT44568,tool basket,tools,17.28
PRODUCT60168,colgate tooth paste,health and hygiene,6.11
PRODUCT24359,khaki pants,apparel,17.28
PRODUCT20330,axe,tools,17.28
PRODUCT62485,jar of pickles,grocery,17.28
PRODUCT35203,tomato,grocery,17.28
PRODUCT34682,bowl,kitchenware,17.28
PRODUCT07137,dehumidifier,electronics and technology,38.07
PRODUCT29484,rice,grocery,17.28
PRODUCT22046,dove deodorant,health and hygiene,6.11
