order_id,user_id,estimated_arrival_in_days,transaction_date
a714f560-052d-44e0-828d-c3dd258c0b54,USER08075,14,2023-03-11
0c46368b-8231-443f-b628-bd969345c7bc,USER27407,11,2023-05-14
e57afb56-cc8e-44f2-b7c5-aec23e5f271f,USER57217,10,2023-02-17
3d330e57-ed9d-438c-a6d4-fb91a4ffc102,USER40383,10,2023-01-20
d81c09a2-f78b-447e-b206-6f30b2fa186a,USER15564,11,2023-04-08
28c011bd-dd83-4450-9fc1-6db93583274c,USER49425,4,2023-02-24
682724b3-2748-47d5-940c-2ad77721bb08,USER65453,11,2023-03-11
e8850d3a-0740-4656-8f0d-f6b31ae00d6a,USER58765,8,2023-01-01
e57cb815-a987-483a-a0ec-9469fcc3713d,USER58912,5,2022-12-24
08272876-1c3e-43c3-8ba9-7579cae67959,USER28620,15,2023-05-19
1b08d6cb-4cbf-41a4-96f9-0b9e52f47a9f,USER46772,6,2023-01-05
91db1f30-c410-403f-9605-0b2bfecf669d,USER08400,9,2023-01-25
e797df24-80f4-4d43-891e-4e7e4a3735a7,USER57309,8,2023-05-10
d1b1f6ca-7358-4dec-8ffb-b1ff46910d89,USER35501,11,2023-05-01
ea89d8e2-922c-493d-82ab-fe2def53a7dc,USER39163,9,2023-05-27
361e66e5-7842-401c-84b2-21b6331850e4,USER12440,12,2023-05-27
f7f006bd-f3d6-4679-bb71-605155d98095,USER07642,7,2023-05-12
06ddd34c-a61a-466d-95c7-c2bed9b20496,USER08076,12,2022-12-27
6b8baf25-69fe-4806-ae84-a32af9edfcfe,USER05619,4,2023-04-17
0fc5a39b-3f4f-4aa6-a17a-4e92f7cdd768,USER58350,11,2023-01-14
8661b9a1-8965-4c4d-b158-04912e24def0,USER24139,7,2023-02-02
cb0533be-5434-4db0-bc17-37d2f6f2b44e,USER21850,4,2023-05-18
292ee7bf-050f-4588-a830-c7e477437521,USER51412,6,2023-03-31
d145745a-a0df-4bcf-a839-0192f7014f79,USER32634,13,2022-12-02
ab9a2570-3981-47ac-8c6f-8e02d2cc81e4,USER21779,4,2022-12-07
475a34ab-338d-43f9-ad53-3564f113200e,USER56174,9,2023-01-04
a1718ca3-23b7-46b8-8f6c-922680d0a38c,USER56065,9,2023-01-29
48f96cb4-d519-4046-8555-fd37f5a647d0,USER02282,15,2023-03-28
f4ed8a9b-f018-45b6-8979-c618c7f3db2e,USER42863,4,2022-12-26
45e6a1d8-3be5-4f60-80d2-6cc04c1b702e,USER51445,13,2023-01-21
c98f31ce-07bb-472e-a84f-49f1fd590a43,USER13711,6,2023-01-31
1fc9b425-8627-4b01-ab44-d7cdb89f5720,USER35570,8,2022-12-10
451eb98c-77ec-48b1-b30d-9d68bec56713,USER04602,3,2023-01-20
e14283c1-1958-4d94-8656-c4fb4cb35d86,USER64672,5,2023-05-16
02f6c935-43d7-4a5c-8f06-152ceea689de,USER15301,4,2023-02-07
7ecdf6ed-44fb-497d-babc-75db8c27e281,USER13608,6,2023-02-16
c5baead4-1fd3-41cc-b7af-26876a7d6261,USER32311,7,2023-01-09
60809bd7-5f81-42d6-bc33-abeab1f9da72,USER21428,9,2023-01-31
635ad22f-f8ca-4874-b045-f6f27843db01,USER62246,7,2023-05-12
72ff48c3-a303-40fb-a18f-73f346471462,USER28864,9,2023-01-05
825279e2-82d0-4df0-aebc-ba12f11d1cd3,USER30178,12,2023-05-21
f83d4882-a068-4eee-91c3-942cdb03f3e2,USER63404,8,2023-02-03
35bce5b5-134c-4b5f-b77f-346d000e2ce4,USER64300,9,2023-02-10
14c2f1fa-701e-4432-a018-d89daceb9594,USER10616,4,2023-02-05
228a99d3-2e2c-40cc-8595-fb64e44b57df,USER52134,11,2023-01-22
c5b83f7f-2b7c-4cad-9953-154914b21fd4,USER09953,4,2023-03-05
0efe688b-153f-4a5f-8e23-c7b3d48cf9af,USER42771,10,2023-01-10
6f85fc8e-012c-4ce0-8242-b3e97213dd37,USER46780,9,2023-01-05
4f539ec5-3a1a-4e45-b74b-4e5784a37982,USER11552,3,2023-05-21
b6a9a95e-02d9-4c42-a2d8-7cee819346d7,USER12778,10,2022-12-07
810a9301-5b69-477c-882b-3745f352c8b2,USER15716,3,2022-12-28
29e0117b-2287-44d5-87ae-c7fe3852449c,USER08660,11,2023-05-16
983c4380-dd97-41fd-8439-ac6487440064,USER30938,6,2023-05-31
275f0abd-7b06-497e-9123-666b3a601e36,USER30188,10,2023-03-11
d291868b-ace6-4791-9de7-6ad0de59a60b,USER26158,12,2023-04-25
06f3d9eb-60ea-4d0b-979f-0d6a16f82965,USER04779,10,2023-02-09
00f4581b-9c14-4251-b37b-ecfafbf8cfcb,USER13508,13,2022-12-19
181b240e-2c8c-4511-a4b8-78012687cf19,USER50462,14,2023-03-09
01a77748-ae43-4b75-8412-87a58828f34a,USER27527,11,2023-02-08
bc2c7899-170a-4914-a3c8-0412c01fd00c,USER45496,13,2023-04-03
6ba8fcd9-75de-471f-bf6f-44ff2a362856,USER52744,15,2023-01-07
609c4e0e-4e1c-442b-baba-73dcdd9c4f9b,USER26375,9,2023-04-20
cdd311fc-c0ce-46c4-b8db-4083f962f903,USER38500,12,2023-03-06
d328e7aa-97ab-43c3-802f-352c24d399bf,USER44849,15,2022-12-23
a04e6c5c-e8b1-4682-bbbe-341678f0ebbe,USER40044,15,2022-12-15
b9aded7e-9e4e-4bc8-a284-e76d74e237e4,USER52518,7,2023-04-03
c9649563-7ac9-4e91-a0f2-b3838e9d468e,USER16044,10,2023-05-24
3a7a60ff-bc51-4627-b133-32f1067d66f8,USER39960,11,2023-05-05
82fe9987-9508-42b2-ae61-3af3d4c39dad,USER56252,6,2023-02-22
a8c94582-b8f7-4cca-8240-c4c71a64860a,USER17327,4,2023-03-31
5a25350b-788e-4943-8253-11d011fef314,USER20891,15,2023-01-15
4a1840cd-6fe2-41e8-9a0a-a1916c63fa24,USER10028,4,2023-01-02
2a4a5f6e-d36c-4097-8741-78b11ef21711,USER37482,5,2023-03-19
ac661266-d3bf-457e-aea5-54255428a129,USER00276,9,2022-12-02
28e6365a-3e6e-4471-bf8b-4f23579f68dc,USER04399,10,2023-04-22
9017410a-a7ab-4459-a263-0b9e42c75263,USER09862,5,2023-02-12
9003b99a-5808-49b4-9ebf-2f1fdcb198de,USER31059,9,2023-05-17
f1d0253f-b1db-4534-a92f-7af243efd6ff,USER10708,5,2023-03-12
dc0482a9-16f6-4763-8d47-c64b7401fa04,USER15889,6,2023-02-15
54f1902a-e45e-4918-9c25-b831c27f0ab3,USER01887,11,2023-04-25
a0e89959-bcbd-4576-b06b-326f62030679,USER22595,11,2023-05-31
c0c74f4e-f955-4cfd-b590-629c1d29419a,USER33227,5,2023-04-08
7f993123-53c9-4d56-bd01-950d18dd4af2,USER10190,5,2022-12-05
f5d4ff13-b409-481b-af17-c7373eb3886e,USER33031,8,2022-12-25
9955a208-9d97-421e-b750-9343379e207c,USER64953,10,2023-01-22
61e0f539-a4d8-48d3-bf82-16144c15820c,USER34859,15,2023-05-12
718468f6-1fd4-4379-aed0-994ed915cb30,USER56237,10,2023-03-13
14b3f4fb-034e-4f54-8d75-291576c9e204,USER54586,12,2023-05-08
d47bc9f2-b919-4fc5-a241-d276935ee4dd,USER07451,3,2023-05-07
d2552a9d-c689-4898-b529-43a258b32ca5,USER42471,4,2023-05-09
92f53862-19f3-4dca-a374-abdbb98e9c38,USER64922,7,2023-04-07
7fa9bdc6-eca6-4ca3-a6d4-e5ac7051e23f,USER40560,13,2022-12-31
da86f5b4-8477-4e1f-b9d6-78debc800dd0,USER23789,3,2023-01-08
0c7d49ed-d6a7-45a8-b172-eef8dafac4dd,USER24979,6,2022-12-27
a45b9ac0-f090-4c69-a20a-6c52a4285890,USER20521,9,2023-01-04
8a98b050-5d94-4ab2-9e69-7ffaa66be582,USER59787,8,2023-01-22
7a7475a9-61d7-494c-b703-f7adcf155bd2,USER14061,12,2022-12-28
0e12484c-65db-4fac-a634-c04818322ea9,USER39868,8,2023-05-09
78670124-98ef-415b-8458-717170d9b7d7,USER29154,8,2023-05-15
afa5e376-f81e-4abf-ac6d-ed8b7bc84e2d,USER28821,11,2023-04-25
089646ed-0fe2-4ab6-b1f6-8fb3374aa5c1,USER46851,5,2023-01-03
9ebd2972-95e0-4452-ae49-56971e652874,USER37662,14,2023-02-13
ecaad177-71ca-41ff-b0b4-38d9fad4b223,USER08582,7,2023-02-01
a936e932-da8a-4dc6-bec2-9523fa64339b,USER48512,15,2023-01-15
61dbc94a-9f44-423f-9343-7f672995481f,USER61187,9,2023-03-28
7e8c819e-7bb1-4564-a1e7-8757b1779b41,USER58764,9,2023-05-29
e03aca7f-8c6e-4b0f-881c-f77690229eab,USER20071,9,2023-02-16
ca28f26d-884b-43f3-94d8-7729fe1564ca,USER03081,5,2023-01-10
76f893c9-2c0c-42b3-a977-61cd71223871,USER54163,15,2023-05-08
9f7aa1a1-524a-4db5-bc9c-823e307f729c,USER47988,9,2023-04-23
37aeb760-f697-4c8b-b045-3e9fb2721270,USER49694,12,2023-01-26
45362f99-a9a5-4980-98ed-83ee79c6a706,USER59747,14,2023-05-02
cca3399a-aa37-4511-9ad5-7c8d34183fbc,USER51681,12,2023-02-19
cc49a53c-b0d1-4240-879b-7abd182c2558,USER52193,4,2023-02-26
cb379aeb-1019-4089-874a-4c14b0412e7d,USER14888,8,2023-03-29
49311051-825b-4fd0-b6d5-e0a2a87a9a03,USER15183,8,2022-12-02
02f54f76-d2fb-49cc-9e8e-8b902fc6e569,USER34872,11,2023-02-11
ebfe544c-7bbc-4056-8ff7-39a3dd33eee6,USER54945,7,2023-02-27
5850501a-2112-435a-af31-e0ff702c15d1,USER61751,10,2023-03-20
b9b2a169-d006-44fa-82d8-d0eede8b5687,USER23859,4,2022-12-29
20d74189-af05-4f04-889e-b563a1ce40e9,USER56991,3,2023-01-07
63c7f39d-c88f-41d9-b02b-81688a858a27,USER07669,12,2023-03-24
77950778-366c-4146-ab3d-6a8bb9a4a9cd,USER32370,7,2023-04-28
ba21da19-177b-47c9-8ebe-63e4096a82f2,USER04709,15,2023-01-02
2c61f0b5-0d70-40b0-9a83-33d136b57996,USER12573,5,2023-03-12
1e3c2c4c-d581-4944-ba9a-e6f8fb6ae09c,USER03926,3,2023-03-12
26c74655-709f-4b5d-a19f-9ce7752a796c,USER64672,15,2023-03-13
afc43d92-33d2-4633-b08c-e9e53de14dca,USER04804,11,2022-12-11
4643ac0d-6d4c-4752-9def-985f854cadc0,USER18940,10,2022-12-21
746cbc2b-64a4-4232-8cbe-7b92f0db985b,USER23415,6,2023-01-18
c9b6e20d-7ea3-4070-9c12-f7b57749259c,USER01667,12,2023-02-01
ee5855b8-01ab-4673-9686-df5e1aa65ff4,USER61887,8,2022-12-09
6303eba1-0362-4270-8567-b77e4a09566f,USER14758,3,2022-12-06
3e137575-1d7f-49f3-9ec2-e4631d1810b7,USER12112,12,2023-01-11
81ba4a6c-78fb-4ae9-9c82-dbf2dc59c149,USER15480,11,2022-12-15
2f2c84eb-0cdc-4b21-a17e-81bfd93766a3,USER42644,4,2023-03-08
f7ade7c6-f915-4fe4-add5-e29918019c21,USER31813,7,2023-01-07
303afd33-3802-48a5-a17e-5d4d87bd62e5,USER37003,12,2023-04-29
51ea8a21-ff59-4f0c-9558-838557a81366,USER03400,8,2022-12-23
46ae7443-9d7c-4139-ab56-aa84dc84155b,USER03110,10,2022-12-31
0f80fea5-9457-4554-bd6a-f31ed4dce299,USER13119,3,2023-04-20
7d935e93-4bbe-449e-a160-e7919830bafb,USER28463,14,2023-04-14
96c65452-6063-4833-ac04-1d04e6bb7009,USER00993,11,2023-03-11
cf55686d-69cd-4354-ac52-bbadb94f24d9,USER61198,3,2023-03-17
fba4800a-ad90-4be6-93d9-3e73f709f408,USER06796,13,2022-12-03
b7832c21-f6aa-4646-986f-38f36efeab60,USER49610,14,2023-03-21
e0c694e5-210a-4201-ab58-4c2d13a23145,USER54744,6,2023-02-17
5ec5fa1d-fded-4c37-9b54-5968ff2c5702,USER34594,12,2023-04-29
6eac88ce-4aa5-4116-bcbe-ac9cbee2f91d,USER10137,9,2023-05-17
f89eac09-97df-4457-855a-00df2fb0569e,USER45221,13,2023-03-03
afd244d2-c72e-40d8-85a8-56b580530e5d,USER20852,3,2023-01-18
dcc46ebd-d1ed-4b63-b45a-98a3f69c85bf,USER50664,8,2023-01-15
9d9bee04-b0f2-4b42-8b40-be0e0a5f3bd6,USER48449,13,2023-01-29
ab76062c-36f2-4daa-b3f1-11cf691a48ef,USER31433,4,2022-12-20
d6f947e8-85b6-4f88-b4df-898b4b21521d,USER26031,5,2023-05-09
81cbdd2c-00e5-424e-aa9a-ef93a0e1ee9b,USER04749,8,2023-04-12
18f8b479-c9a0-43bb-a9a6-eb335c86f8a6,USER38122,14,2023-03-01
fd351529-649f-4f94-b832-2c0e5eb608f5,USER38860,13,2023-02-13
fc51bd2b-3a27-4364-adaf-b64c31b149b8,USER57209,4,2023-04-09
34813bde-34f3-43c6-833a-d730bb76ff16,USER31380,8,2023-01-27
5e10adaa-c633-4edb-977d-ebe2ceb8bf39,USER17757,8,2023-04-12
49939204-8e62-499d-a9da-0df5a5831c02,USER60321,5,2023-05-11
feaefab9-8d1d-4162-ad53-45d28fbd6950,USER33011,13,2023-03-03
dbcf4e0b-a103-4d6a-aa28-190eaaac265b,USER52062,12,2023-01-10
58341f71-e4f1-4468-929d-59d277c3d22e,USER00433,10,2023-05-12
9d4334fc-0f1c-44c5-b754-06fe1378ad56,USER40631,9,2023-02-03
789352de-9165-4139-8dbb-56388285afa2,USER08761,12,2022-12-19
5ce1b999-1963-48a4-b2e6-f450b42b61d9,USER35312,9,2022-12-03
bbece480-7259-4a78-8be1-35bb8a7f2709,USER52702,6,2023-01-07
6b887db2-5387-4f61-9443-fa5cc3a24386,USER00842,12,2023-05-21
bee5e25c-6af7-470b-81d0-b8399861c5fc,USER03418,13,2022-12-10
9371c798-5222-47ce-911b-2a934527abdf,USER41198,6,2023-01-11
cbd9e4f3-2837-43a0-9e13-f9c21158196e,USER34929,6,2023-03-03
6b51b204-fc78-4ee2-8486-d73cf4b7afd1,USER19792,6,2023-01-04
8612be4b-de10-446d-b0e0-46d0437a63a0,USER05499,5,2023-01-16
bac17c3b-d53b-416d-88cf-b98f18ac66db,USER37226,4,2023-01-21
02fad029-4b6e-40c0-8546-1fd326363237,USER54354,4,2023-03-24
b3f75630-a939-4e34-9482-e9c78504c6e6,USER42105,3,2023-01-25
c26ae153-be7f-4b4e-9880-b6bde5430b52,USER19441,7,2022-12-22
97936549-211d-4095-9e65-8ff7c7272bae,USER54392,5,2023-05-09
ed626114-7d98-406f-833f-651ccf2ab69d,USER65500,12,2023-02-17
4a219d65-ed2f-4837-8b0b-3c8374124938,USER06134,4,2023-03-18
91be4971-2a23-4687-8bb5-61a9ff5a1a1a,USER62304,3,2023-05-01
d7e0b113-86c6-40f1-8fbb-a1e053a1c4f3,USER54236,15,2023-02-02
79adf51c-d2ba-4c81-9d17-797293061c97,USER44281,12,2022-12-08
07302508-0a0e-498a-b518-8f0f0171a44c,USER41629,12,2023-05-10
9cd86390-c612-4510-9e54-03ac4ef76f2c,USER12684,8,2023-01-18
44655d39-60bf-488d-819d-9c76608919a4,USER14603,15,2023-05-31
be15a0ce-f3c5-475f-9487-8fce14dc3ed3,USER22595,10,2023-02-07
ae2e5d54-c77e-46ea-bb0a-a4fa8f5a606c,USER55326,5,2023-01-16
bb33d008-1542-4277-8569-5ab200043713,USER06204,7,2023-02-27
723dba0d-c85c-4786-ba55-01a205349393,USER15025,8,2022-12-09
37793cbc-3755-4338-83d9-9a144df30895,USER27520,11,2023-02-17
ec0033c0-c146-48f8-b5a1-33c1c834b4cf,USER47064,6,2023-01-07
53f66fa0-2985-489b-ab81-33f447f34d43,USER52332,9,2023-04-29
4a2dde9f-bc61-4cc1-abf7-caaf68c23ed8,USER22153,11,2023-04-26
eca5042d-ea54-4723-9a86-bc5109b8842e,USER12373,6,2023-02-02
2576a2d0-68b5-4833-9d30-593ab6d8b6d9,USER07927,8,2023-05-19
8e54fab5-8f0e-4d75-9c0b-8d38d4c504f2,USER17589,10,2023-01-31
154872f0-79d0-425a-ad77-36d97263e33b,USER43214,10,2023-04-11
42568199-30cf-4618-b919-2d632bf7055c,USER42442,15,2022-12-20
83399ab4-fd48-4d28-b58d-118ae8bdd1a6,USER02556,15,2023-01-23
47f40370-eb61-457e-be23-16aefec1adf7,USER41760,14,2023-03-16
f6b5ed2a-304f-4c95-a41b-975a3a0105bd,USER41686,12,2023-02-20
6688420c-e0d6-4d6c-9cf8-f7a9871de9bb,USER07944,12,2023-05-04
b9940db8-9d9d-485d-8c69-55b96566c860,USER41476,12,2023-05-03
f850d7a0-5233-4676-989a-a6afca98176e,USER65398,15,2023-02-04
193026d6-0255-4f72-88ba-43ffdb691025,USER07162,6,2022-12-19
288bbc67-0f4f-41ff-8e57-67956015a0cf,USER64017,13,2023-01-27
36c25286-a82c-45d1-87fe-6f1850e5380f,USER08978,8,2023-03-08
b8491fab-25e6-445f-bdad-0e794c1a9c09,USER41719,14,2023-03-09
8cac4ebf-6d40-4d05-b7eb-7eae898cd5e1,USER47064,11,2023-04-21
14ca02da-855e-43cd-922e-c8494e2045b7,USER07867,7,2023-03-16
01b8fb45-a75a-4aca-9013-8686f51a4936,USER14737,7,2023-01-11
dc3b5a36-b428-4c19-ac35-5157f6635020,USER48456,9,2023-05-02
6b1849cf-8354-4275-bf45-de9a2bbbf845,USER04419,10,2023-01-21
39278d8c-d9c5-4761-ad35-58fa34b1f36d,USER47723,11,2023-03-03
c82dfd85-9fe8-4478-b330-fd2b947e493d,USER17775,12,2023-04-12
a83cf6cd-0b12-4340-8b2a-30a29ba057e7,USER30415,10,2023-05-25
070fd8bb-fe97-4536-92bb-fa8c941ba43e,USER30706,7,2023-04-18
fd590622-0500-4a90-865d-64ff3f275305,USER62287,13,2022-12-23
5f272f9c-fbc7-48eb-9bc6-5f3a0544ac85,USER53162,8,2023-02-01
99785608-2716-4155-83b0-46aefb276462,USER13029,8,2022-12-08
d8fce79f-8c32-4d25-a1d6-f6d87101e5de,USER23024,14,2023-05-02
a7b5bc5c-9477-4f34-8192-dfcb8f7bd724,USER50583,7,2023-01-06
214ded80-c5a8-4c08-b177-2c7f0682e4d1,USER31979,6,2022-12-13
20201015-9d2e-47d2-9834-f978ec01140a,USER19084,10,2022-12-07
19d3c8bf-3abc-4288-a70f-5e7eefda8427,USER63425,8,2023-02-07
f3921694-09e8-42bd-af30-e7acd9b498cb,USER58389,5,2023-02-20
6f54efa2-16d1-44b8-9ae3-5f81f53e29e7,USER51152,13,2023-02-13
3981366d-5396-4501-9ddf-86d7f39cfc8d,USER23118,10,2023-05-01
af447b8a-6d39-4972-9998-e2281ee1d017,USER24457,15,2023-04-09
7ded62c7-f5ff-4c3e-82aa-c737060f275d,USER64820,14,2023-01-29
55c069ed-c9ff-48d5-bcf8-58633451d51b,USER31024,6,2023-02-14
73216a12-5302-49be-b7e0-7799ebe19a37,USER13608,11,2023-03-20
d3189b83-eeb7-4cd2-9dce-7f335a9ba717,USER61322,4,2023-01-07
ccef072c-f423-4352-b430-e39df293d28f,USER18633,7,2023-03-11
0c825ee7-df4e-41d4-a17f-93f06e9d080c,USER06511,4,2022-12-05
69910747-3281-4f63-a62c-b87030478407,USER59550,5,2023-02-24
d7d86be3-00f1-4a43-8210-7e7fb5e05411,USER05425,12,2023-05-17
0ef71b03-2403-436a-af7e-43f7bd2704c9,USER50398,11,2022-12-23
68a6ab3c-a38a-4d81-a2e4-fdcfba6e9bdd,USER26847,8,2023-04-27
b796bb7a-cacf-4c91-b0b1-5af3b4883884,USER10639,13,2023-05-11
de8f8d44-6969-4d26-8a6d-e7ade30fe7e0,USER65400,14,2023-03-11
a1d571e4-ab9b-47ee-9026-18ef053537d1,USER57950,4,2022-12-09
7c000d11-bdbf-4f13-832b-70cd66dd6ed0,USER36211,6,2023-02-28
d2022e3f-f1de-4634-9fe9-233bfdaa36dd,USER33680,4,2022-12-29
b7cd7907-a0f7-4e34-8fef-060205f99dfb,USER02733,14,2023-03-11
84e0b9ed-fd93-4ac7-b5ee-c7b4a960ae34,USER55091,4,2023-03-28
ecc281fd-066a-4f8b-8dbd-b99a5ef92834,USER62528,8,2023-02-06
ea117d20-444e-4ca8-aa37-a58064a2d4ab,USER11855,4,2023-01-20
63e2712f-d8b3-4cbc-927b-bd37384dfb4b,USER43812,5,2023-04-03
79494fd5-9252-4251-8e53-9febd38c2de7,USER32100,13,2022-12-26
a78b3f8d-5994-41b7-974d-e0ba0db0f0d3,USER06849,3,2023-05-01
a919dfd4-5af2-4a07-826f-021d7ecfca43,USER23873,10,2023-04-21
26664596-ccca-43d4-a953-92fb12677282,USER61685,13,2023-02-01
0a0dfeba-6c6e-4a23-a71e-e1d672b79b76,USER08075,10,2022-12-20
9de30284-7ff9-46d0-974d-72ec2c7d68cd,USER50219,9,2023-04-19
bb28b30b-e52d-4761-81b2-4c2e6843cc63,USER09501,3,2022-12-29
8ecb7e30-a450-46ac-94d3-c899f9247232,USER03349,15,2022-12-24
f3fd91cc-704d-4953-b50b-fb56f67a2093,USER47897,10,2023-01-16
25399663-fe61-492e-9b0c-48c1b02a6a74,USER30145,12,2022-12-27
350facf2-eed0-4fa0-9e0d-0955fe52b802,USER02795,3,2022-12-18
7d3b8b23-4ab2-4abc-979c-eda9b47b7eda,USER49288,11,2023-04-06
0bc871e1-4a1f-499c-85b8-ef64c1f7930d,USER63900,9,2023-03-09
9ce6a281-e75a-4bc4-89e1-88ad34d9dcfd,USER58668,9,2023-04-15
6f8c7930-2943-409a-a681-70be4e77f72d,USER08143,7,2022-12-15
e9a1dece-9e53-430b-9203-f2db7c38cba8,USER36424,9,2023-01-21
8eba55c3-997b-4725-9c95-9c89ee3ce482,USER35418,8,2022-12-11
c1dec3d7-6a97-4ffb-aca0-8b4859bc19cb,USER33367,15,2022-12-15
731f276e-7310-4328-93ba-56609925ec44,USER43542,10,2023-05-17
88e63ef8-b653-487b-90d8-d7f74760b552,USER25078,4,2022-12-25
68426698-d86b-4d3f-8920-8f34567fa96e,USER29918,9,2023-03-20
10bb36c0-687a-4d74-ac7c-c312f4f2e4aa,USER61074,11,2023-02-01
3d706531-e5a0-42e2-b7ac-7197614e3e4d,USER00851,11,2023-03-30
7e37e2d3-4ece-4428-84ea-40f3b66aaa6e,USER56101,13,2023-05-16
3d002c1f-522a-4801-a647-050fa853ba2a,USER38981,10,2023-02-08
8065a297-f28e-44de-beaa-4a5541f086fe,USER56310,5,2023-02-02
93c92fa9-e98b-4727-921f-592644e6fb13,USER49767,7,2022-12-03
084297c3-b684-4a6a-8ea7-df7e90762019,USER37702,4,2023-01-08
468cc669-9fdd-42a0-a3de-68b4c21fa152,USER24663,3,2023-01-11
bc6e5ed5-d8b4-453e-b734-b7b8c95fad16,USER13559,11,2023-02-10
48944a7b-7722-430f-8fa4-b9c68a05591d,USER36091,12,2022-12-22
2726ea48-5455-4f82-866e-2c34175e84f7,USER26620,12,2023-03-10
766ce1df-b847-44cd-8cc6-c0c816988f92,USER56560,4,2023-05-19
1cfb3b96-773c-4028-b520-c42444fdca93,USER00215,8,2023-05-31
86f87fe2-6455-4f52-9e53-15175ef7008b,USER24728,14,2022-12-14
5bca77ee-779d-4e25-a94e-5a240aa1e27a,USER26628,14,2023-01-12
caa36f65-0c97-4945-ac8e-679d74ef847f,USER62305,6,2023-01-16
e0cb332f-79c6-41ad-b766-228caa48c2cd,USER02155,5,2023-01-08
5d23f13f-33af-4e6f-a470-a89dad0e2e31,USER09322,14,2022-12-20
6fbf4ae1-a522-4253-8981-b395432a48b8,USER51133,10,2022-12-26
b45cc77d-3231-4a9b-9f4b-10f8178b9035,USER25161,14,2023-04-26
e44ee690-20d2-4153-bae5-6a1dfc11b4b2,USER17988,6,2023-04-15
fac35195-facf-494a-ac15-ac953db81fe4,USER43491,9,2023-01-30
c4cdac27-b5e2-4e53-a88a-cbbc70c043e8,USER44714,5,2022-12-02
ed28ffd5-3cf6-4d6d-b96a-745580a93f60,USER28790,5,2023-04-02
856c4047-54a2-4874-8ade-23206c2706ff,USER05812,13,2023-04-04
4c1751b2-b50e-42a4-91af-e3b7d14bb8cb,USER50778,3,2023-01-04
665cefa8-b3bd-4688-b1ca-875c5424efdc,USER45376,15,2023-02-27
0a993af5-5916-4d03-9c62-97027db7d54c,USER15061,4,2023-03-29
23c467af-97c4-4dbc-8957-40843a3981ab,USER34522,9,2023-02-01
5f7fcf5f-b36b-47e2-b189-5c1fe11eea79,USER13119,8,2023-03-09
0d32cab0-4c0f-45ab-8d58-e43b739aa27c,USER51262,3,2023-01-16
bc9fdbf5-65be-467a-a2e8-ad946aafa31a,USER16820,9,2023-05-29
cff4c3c0-70f8-4470-9e70-99a522831e37,USER45248,15,2022-12-17
02465533-1470-41c2-ba12-f0aa76eb0ec1,USER24261,10,2023-03-28
c128033e-f75c-4c6e-84fc-a8929f468179,USER50027,12,2022-12-10
01961430-5843-4bbc-a67a-e90f2161d891,USER07596,3,2022-12-21
08e3e6fd-38b3-4a49-8abd-8d20132c6090,USER34590,3,2023-03-27
3ff7a93d-36f1-48e6-bace-45f3fdd1e6f8,USER18140,9,2023-05-19
b4e9dd82-26d5-4d4f-b7cb-24ab3f075167,USER16455,12,2022-12-11
3e9d77c0-7c41-4244-b863-65b45d249747,USER00178,15,2023-03-17
4ab1cd21-7e04-470d-a637-4dac0bc88f66,USER39922,11,2023-01-10
92e4c3e4-39b8-46d2-a89f-83edbde9fbe0,USER25867,5,2023-01-04
697788f3-59d4-40d6-9344-0f49dc5a3b9f,USER65317,8,2023-03-05
f8b26467-5062-42ab-a6d2-7d6416ab7965,USER60680,4,2023-03-07
c5172371-cb61-4c50-abc5-b1a8f06f85e0,USER51621,9,2023-03-07
47c2783a-f244-41e4-a5d5-f9d6a057ea18,USER02639,10,2023-02-03
78118d2d-a36b-4d6f-90ca-93bde54ba0dc,USER33092,13,2023-05-19
e5feb2ac-5ddd-4303-8d96-e6df16bcb2d2,USER03447,8,2023-02-18
60a6d788-371f-4428-8492-bbc6b893c9ce,USER54354,6,2023-02-27
ffc6c63e-a274-4338-ab38-f3d546a57acd,USER56957,6,2023-05-20
772ce7b7-9a68-4ba5-92da-0839fd73c31b,USER47577,10,2022-12-14
260caf0d-1a0f-4f33-9919-2698016ded79,USER38560,13,2023-01-07
48da8e97-76a9-4869-b301-4e0ab2e1e10b,USER44536,5,2023-05-11
f141f7ec-82e2-4cc3-99fa-620252871ba5,USER20515,6,2023-01-27
b5555e11-09ec-48ce-9d52-cef0a99411b1,USER42453,5,2023-04-05
e8e1b0af-1a8e-4df1-937b-a03f98fb8574,USER45315,13,2023-02-08
0207cb38-6545-483d-b0c4-bdeea15caef2,USER05951,12,2023-02-01
476d52ad-7eb7-436f-ab1f-0afc235f663d,USER04475,14,2023-05-02
97602dbe-6945-4fb4-a46c-6a78fa7eeb12,USER52193,5,2023-01-02
3169d511-e7ab-49c5-888f-25f543a4e974,USER05713,6,2023-04-27
fd76a595-f806-4b0d-a4f3-614365487e31,USER00993,10,2022-12-11
b5b1dfca-3565-45c6-8792-19d0b7dee74e,USER58398,12,2023-02-07
737f61ff-412a-4250-a2dd-211886c18ddd,USER22196,3,2023-04-23
a038371e-81c5-402f-a5ec-59521f9e2c4d,USER10706,10,2023-01-07
7df770d2-88ca-45e9-af3e-a728737f1fa9,USER27519,9,2023-02-06
24568044-07c5-458d-8cc3-84089ef6b909,USER34418,9,2023-04-16
b5a9ce77-a4cf-40c5-9998-f7ef49bc32fe,USER31663,8,2022-12-03
